1074,0
358,1
330,1
925,1
1062,1
997,1
259,0
1088,0
373,0
1245,0
789,1
143,1
526,1
1053,1
859,1
989,1
1314,1
441,0
532,1
1262,0
227,1
895,1
229,1
1200,1
213,1
80,1
149,1
778,1
672,0
1069,0
1091,0
773,1
134,0
1027,0
409,0
1116,0
508,0
1094,0
505,0
883,1
348,1
387,0
1,1
361,0
1306,1
476,0
1359,1
1023,0
1166,1
991,1
919,1
814,1
173,1
451,0
126,0
968,1
531,1
714,1
91,1
1336,1
182,1
860,1
787,1
415,0
252,0
70,1
132,0
301,1
875,1
327,1
1350,1
1031,1
500,0
874,1
365,0
496,0
1286,0
339,1
422,0
165,1
29,1
517,0
194,1
830,1
1253,0
1252,0
170,1
931,1
653,0
174,1
519,0
1157,0
1075,0
492,0
74,1
1158,0
588,1
1113,0
658,0
235,1
733,1
215,1
163,1
133,0
1318,1
964,1
1135,0
186,1
42,1
693,1
109,0
39,1
569,0
848,1
1171,1
1328,1
484,0
469,0
25,1
1002,1
888,1
990,1
1169,1
367,0
506,0
1362,1
384,0
735,1
718,1
1229,1
455,0
265,0
1007,0
233,1
445,0
396,0
977,1
177,1
19,1
1212,1
926,1
342,1
922,1
596,1
62,1
273,0
1118,0
873,1
1038,1
1297,0
279,0
1109,0
695,1
369,0
1272,0
37,1
736,1
1227,1
663,0
945,1
1277,0
548,1
1103,0
689,1
739,1
192,1
457,0
869,1
394,0
676,0
761,1
1360,1
729,1
420,0
376,0
413,0
75,1
1293,0
1085,0
501,0
826,1
196,1
1071,0
617,1
115,0
418,0
602,1
605,1
1323,1
90,1
849,1
1238,0
1322,1
754,1
499,0
1093,0
1327,1
1099,0
1097,0
12,1
397,0
1047,1
556,0
43,1
842,1
168,1
417,0
577,0
835,1
268,0
1048,1
427,0
691,1
1177,1
545,1
1294,0
675,0
690,1
908,1
1219,1
852,1
1352,1
160,1
896,1
1100,0
258,0
1204,1
336,1
1335,1
16,1
516,0
325,1
769,1
608,1
1217,1
1111,0
971,1
906,1
223,1
180,1
1019,0
100,1
837,1
758,1
522,0
762,1
23,1
357,1
734,1
1147,0
1280,0
612,1
1176,1
341,1
432,0
474,0
218,1
912,1
204,1
1114,0
1344,1
1125,0
94,1
1250,0
69,1
1208,1
974,1
285,0
697,1
86,1
435,0
1035,1
154,1
76,1
963,1
1202,1
1380,1
790,1
581,1
447,0
704,1
999,1
189,1
272,0
1284,0
885,1
237,1
488,0
1367,1
560,0
118,0
638,1
1244,0
802,1
751,1
513,0
634,1
58,1
1173,1
1231,1
791,1
117,0
741,1
831,1
120,0
657,0
636,1
370,0
269,0
656,0
936,1
823,1
867,1
47,1
1194,1
992,1
877,1
774,1
5,1
1004,0
264,0
1095,0
1261,0
444,0
1003,0
838,1
1233,0
305,1
1285,0
314,1
150,1
575,0
51,1
1084,0
727,1
834,1
471,0
972,1
654,0
400,0
512,0
321,1
20,1
685,1
36,1
903,1
828,1
1237,0
408,0
921,1
538,1
759,1
1063,1
246,1
785,1
490,0
155,1
962,1
854,1
626,1
686,1
570,0
1317,1
18,1
128,0
928,1
981,1
1355,1
191,1
993,1
1349,1
607,1
181,1
302,1
497,0
1240,0
1160,0
1151,0
518,0
1070,0
477,0
158,1
17,1
1073,0
547,1
659,0
1134,0
1020,0
1161,0
960,1
1300,0
284,0
798,1
226,1
27,1
438,0
1343,1
230,1
38,1
750,1
1046,1
470,0
1183,1
1358,1
688,1
1270,0
640,1
1198,1
1156,0
1255,0
801,1
161,1
957,1
822,1
1175,1
878,1
914,1
153,1
1265,0
510,0
1136,0
1162,0
104,1
587,1
1225,1
1144,0
54,1
152,1
404,0
208,1
1308,1
1123,0
9,1
1015,0
1061,1
453,0
254,0
897,1
1210,1
881,1
1304,0
624,1
346,1
1190,1
263,0
151,1
473,0
641,1
1369,1
1301,0
551,0
929,1
489,0
1248,0
1172,1
147,1
403,0
955,1
1296,0
660,0
464,0
187,1
1148,0
609,1
144,1
752,1
982,1
198,1
884,1
280,0
294,1
1256,0
401,0
123,0
203,1
836,1
247,1
1313,1
1299,0
1154,0
385,0
855,1
220,1
642,1
2,1
113,0
699,1
1320,1
952,1
1218,1
1246,0
442,0
1137,0
664,0
1264,0
318,1
649,1
710,1
973,1
628,1
633,1
1347,1
1275,0
796,1
646,1
1013,0
557,0
682,0
578,0
1110,0
1184,1
525,0
1060,1
541,1
1195,1
749,1
1278,0
485,0
96,1
1021,0
564,0
743,1
864,1
892,1
1039,1
207,1
393,0
795,1
871,1
398,0
767,1
1342,1
1242,0
1029,0
643,1
613,1
961,1
726,1
684,0
99,1
805,1
407,0
503,0
1072,0
1057,1
930,1
780,1
201,1
135,0
1052,1
41,1
1018,0
231,1
379,0
289,1
419,0
392,0
593,1
1163,1
1087,0
648,1
1153,0
521,0
65,1
15,1
1181,1
1065,1
493,0
380,0
188,1
764,1
217,1
792,1
1077,0
879,1
338,1
720,1
296,1
1017,0
1276,0
456,0
1379,1
816,1
270,0
996,1
202,1
162,1
730,1
402,0
703,1
1130,0
566,0
1022,0
1026,0
1105,0
206,1
35,1
776,1
509,0
1361,1
92,1
898,1
565,0
777,1
242,1
14,1
316,1
601,1
388,0
1298,0
167,1
841,1
21,1
647,1
1155,0
832,1
1268,0
563,0
1346,1
687,1
958,1
190,1
976,1
700,1
511,0
1083,0
475,0
857,1
748,1
253,0
22,1
1338,1
460,0
1185,1
277,0
956,1
1216,1
386,0
806,1
344,1
770,1
1333,1
131,0
872,1
1124,0
88,1
331,1
1239,0
467,0
122,0
1045,1
1096,0
1131,0
1295,0
861,1
1127,0
